96,Experiment_2023-11-13T17:24:29.152222_gio_3.0_Training randomised Type 1.log,gio,Training randomised Type 1,3,2023-11-13 17:24:29.152222,0 days 08:55:29.354472
97,Experiment_2023-11-14T04:07:06.316598_gio_4.0_Training randomised Type 2.log,gio,Training randomised Type 2,4,2023-11-14 04:07:06.316598,0 days 10:42:37.164376
98,Experiment_2023-11-14T12:37:30.469954_gio_5.0_Test Type 1.log,gio,Test Type 1,5,2023-11-14 12:37:30.469954,0 days 08:30:24.153356
99,Experiment_2023-11-15T05:22:53.513691_gio_6.0_Test Type 2.log,gio,Test Type 2,6,2023-11-15 05:22:53.513691,0 days 16:45:23.043737
100,Experiment_2023-11-16T09:54:53.813828_gio_7.0_Test Type 3.log,gio,Test Type 3,7,2023-11-16 09:54:53.813828,1 days 04:32:00.300137
101,Experiment_2023-11-16T17:55:24.333022_gio_9.0_Test Type 1.log,gio,Test Type 1,9,2023-11-16 17:55:24.333022,0 days 08:00:30.519194
102,Experiment_2023-11-12T20:05:19.027763_jelly_1.0_Training - fixed.log,jelly,Training - fixed,1,2023-11-12 20:05:19.027763,-4 days +02:09:54.694741
103,Experiment_2023-11-13T04:50:56.054932_jelly_2.0_Training - fixed.log,jelly,Training - fixed,2,2023-11-13 04:50:56.054932,0 days 08:45:37.027169
104,Experiment_2023-11-13T13:32:28.364484_jelly_3.0_Training - fixed.log,jelly,Training - fixed,3,2023-11-13 13:32:28.364484,0 days 08:41:32.309552
105,Experiment_2023-11-13T23:02:01.120208_jelly_4.0_Training - fixed.log,jelly,Training - fixed,4,2023-11-13 23:02:01.120208,0 days 09:29:32.755724
106,Experiment_2023-11-14T08:46:04.505826_jelly_5.0_Training randomised Type 1.log,jelly,Training randomised Type 1,5,2023-11-14 08:46:04.505826,0 days 09:44:03.385618
107,Experiment_2023-11-14T17:14:25.139579_jelly_6.0_Test Type 1.log,jelly,Test Type 1,6,2023-11-14 17:14:25.139579,0 days 08:28:20.633753
108,Experiment_2023-11-15T16:04:18.871968_jelly_7.0_Test Type 2.log,jelly,Test Type 2,7,2023-11-15 16:04:18.871968,0 days 22:49:53.732389
109,Experiment_2023-11-16T13:01:14.550048_jelly_8.0_Test Type 3.log,jelly,Test Type 3,8,2023-11-16 13:01:14.550048,0 days 20:56:55.678080
110,Experiment_2023-11-16T19:24:59.492473_jelly_9.0_Test Type 1.log,jelly,Test Type 1,9,2023-11-16 19:24:59.492473,0 days 06:23:44.942425
111,Experiment_2023-10-06T19:32:30.778453_molly_2_Training - fixed.log,molly,Training - fixed,2,2023-10-06 19:32:30.778453,-41 days +00:07:31.285980
112,Experiment_2023-10-07T18:06:05.305535_molly_3_Training - fixed.log,molly,Training - fixed,3,2023-10-07 18:06:05.305535,0 days 22:33:34.527082
113,Experiment_2023-10-08T17:40:21.611860_molly_4_Training randomised Type 1.log,molly,Training randomised Type 1,4,2023-10-08 17:40:21.611860,0 days 23:34:16.306325
114,Experiment_2023-10-09T18:34:53.096516_molly_6_Training randomised Type 2.log,molly,Training randomised Type 2,6,2023-10-09 18:34:53.096516,1 days 00:54:31.484656
115,Experiment_2023-10-10T17:48:18.431367_molly_7_Training randomised Type 1.log,molly,Training randomised Type 1,7,2023-10-10 17:48:18.431367,0 days 23:13:25.334851
116,Experiment_2023-10-11T09:46:53.960298_molly_8_Test Type 1.log,molly,Test Type 1,8,2023-10-11 09:46:53.960298,0 days 15:58:35.528931
117,Experiment_2023-10-17T16:49:28.592735_molly_9_Test Type 2.log,molly,Test Type 2,9,2023-10-17 16:49:28.592735,6 days 07:02:34.632437
118,Experiment_2023-10-21T17:37:08.203277_molly_10_Test Type 3.log,molly,Test Type 3,10,2023-10-21 17:37:08.203277,4 days 00:47:39.610542
119,Experiment_2023-10-22T13:27:32.965713_molly_11_Test Type 1.log,molly,Test Type 1,11,2023-10-22 13:27:32.965713,0 days 19:50:24.762436
120,Experiment_2023-10-06T14:14:41.653330_mowgli_1_Training - fixed.log,mowgli,Training - fixed,1,2023-10-06 14:14:41.653330,-16 days +00:47:08.687617
121,Experiment_2023-10-07T12:16:35.124984_mowgli_2_Training - fixed.log,mowgli,Training - fixed,2,2023-10-07 12:16:35.124984,0 days 22:01:53.471654
122,Experiment_2023-10-08T11:48:24.989885_mowgli_3_Training - fixed.log,mowgli,Training - fixed,3,2023-10-08 11:48:24.989885,0 days 23:31:49.864901
123,Experiment_2023-10-09T12:31:10.855228_mowgli_4_Training randomised Type 1.log,mowgli,Training randomised Type 1,4,2023-10-09 12:31:10.855228,1 days 00:42:45.865343
124,Experiment_2023-10-10T11:38:00.835987_mowgli_5_Training randomised Type 2.log,mowgli,Training randomised Type 2,5,2023-10-10 11:38:00.835987,0 days 23:06:49.980759
125,Experiment_2023-10-16T11:24:59.900151_mowgli_6_Test Type 2.log,mowgli,Test Type 2,6,2023-10-16 11:24:59.900151,5 days 23:46:59.064164
126,Experiment_2023-10-20T11:51:36.082488_mowgli_7_Test Type 3.log,mowgli,Test Type 3,7,2023-10-20 11:51:36.082488,4 days 00:26:36.182337
127,Experiment_2023-10-21T11:03:39.830387_mowgli_8_Test Type 1.log,mowgli,Test Type 1,8,2023-10-21 11:03:39.830387,0 days 23:12:03.747899
128,Experiment_2023-11-12T21:26:14.605122_myrtle_1.0_Training - fixed.log,myrtle,Training - fixed,1,2023-11-12 21:26:14.605122,22 days 10:22:34.774735
129,Experiment_2023-11-13T06:36:50.258957_myrtle_2.0_Training - fixed.log,myrtle,Training - fixed,2,2023-11-13 06:36:50.258957,0 days 09:10:35.653835
130,Experiment_2023-11-13T15:16:40.151932_myrtle_3.0_Training randomised Type 1.log,myrtle,Training randomised Type 1,3,2023-11-13 15:16:40.151932,0 days 08:39:49.892975
131,Experiment_2023-11-14T00:45:14.508317_myrtle_4.0_Training randomised Type 2.log,myrtle,Training randomised Type 2,4,2023-11-14 00:45:14.508317,0 days 09:28:34.356385
132,Experiment_2023-11-14T01:18:45.941991_myrtle_5.0_Training randomised Type 2.log,myrtle,Training randomised Type 2,5,2023-11-14 01:18:45.941991,0 days 00:33:31.433674
133,Experiment_2023-11-14T10:23:47.643202_myrtle_6.0_Training randomised Type 1.log,myrtle,Training randomised Type 1,6,2023-11-14 10:23:47.643202,0 days 09:05:01.701211
134,Experiment_2023-11-14T18:48:28.476282_myrtle_8.0_Test Type 1.log,myrtle,Test Type 1,8,2023-11-14 18:48:28.476282,0 days 08:24:40.833080
135,Experiment_2023-11-15T17:59:06.826933_myrtle_9.0_Test Type 2.log,myrtle,Test Type 2,9,2023-11-15 17:59:06.826933,0 days 23:10:38.350651
136,Experiment_2023-11-16T21:17:46.006067_myrtle_10.0_Test Type 3.log,myrtle,Test Type 3,10,2023-11-16 21:17:46.006067,1 days 03:18:39.179134
137,Experiment_2023-11-17T02:45:25.056724_myrtle_11.0_Test Type 1.log,myrtle,Test Type 1,11,2023-11-17 02:45:25.056724,0 days 05:27:39.050657
138,Experiment_2023-11-12T21:55:51.589728_nix_1.0_Training - fixed.log,nix,Training - fixed,1,2023-11-12 21:55:51.589728,-5 days +19:10:26.533004
139,Experiment_2023-11-13T07:47:14.435782_nix_2.0_Training - fixed.log,nix,Training - fixed,2,2023-11-13 07:47:14.435782,0 days 09:51:22.846054
140,Experiment_2023-11-13T16:34:23.409480_nix_3.0_Training randomised Type 1.log,nix,Training randomised Type 1,3,2023-11-13 16:34:23.409480,0 days 08:47:08.973698
141,Experiment_2023-11-14T02:26:16.452913_nix_4.0_Test Type 1.log,nix,Test Type 1,4,2023-11-14 02:26:16.452913,0 days 09:51:53.043433
142,Experiment_2023-11-14T08:02:44.063274_nix_5.0_Training randomised Type 2.log,nix,Training randomised Type 2,5,2023-11-14 08:02:44.063274,0 days 05:36:27.610361
143,Experiment_2023-11-14T11:07:04.244882_nix_7.0_Training randomised Type 1.log,nix,Training randomised Type 1,7,2023-11-14 11:07:04.244882,0 days 03:04:20.181608
144,Experiment_2023-11-14T19:42:46.106423_nix_8.0_Test Type 1.log,nix,Test Type 1,8,2023-11-14 19:42:46.106423,0 days 08:35:41.861541
145,Experiment_2023-11-15T04:42:42.109160_nix_9.0_Test Type 1.log,nix,Test Type 1,9,2023-11-15 04:42:42.109160,0 days 08:59:56.002737
146,Experiment_2023-11-16T09:12:31.465402_nix_10.0_Test Type 3.log,nix,Test Type 3,10,2023-11-16 09:12:31.465402,1 days 04:29:49.356242
147,Experiment_2023-11-16T15:46:42.899255_nix_11.0_Test Type 1.log,nix,Test Type 1,11,2023-11-16 15:46:42.899255,0 days 06:34:11.433853
148,Experiment_2023-11-14T06:35:09.308410_pumba_nan_Test Type 1.log,pumba,Test Type 1,,2023-11-14 06:35:09.308410,-3 days +14:48:26.409155
149,Experiment_2023-11-17T00:36:27.593791_pumba_nan_Test Type 3.log,pumba,Test Type 3,,2023-11-17 00:36:27.593791,2 days 18:01:18.285381
150,Experiment_2023-11-13T21:26:18.412625_pumba_nan_Training - fixed.log,pumba,Training - fixed,,2023-11-13 21:26:18.412625,-4 days +20:49:50.818834
151,Experiment_2023-11-14T15:40:26.284336_pumba_nan_Training randomised Type 2.log,pumba,Training randomised Type 2,,2023-11-14 15:40:26.284336,0 days 18:14:07.871711
152,Experiment_2023-11-13T12:06:45.400077_pumba_nan_Training - fixed.log,pumba,Training - fixed,,2023-11-13 12:06:45.400077,-2 days +20:26:19.115741
153,Experiment_2023-11-15T00:06:05.447953_pumba_nan_Test Type 1.log,pumba,Test Type 1,,2023-11-15 00:06:05.447953,1 days 11:59:20.047876
154,Experiment_2023-11-13T03:05:04.626964_pumba_nan_Training - fixed.log,pumba,Training - fixed,,2023-11-13 03:05:04.626964,-2 days +02:58:59.179011
155,Experiment_2023-11-16T00:37:29.832581_pumba_nan_Test Type 2.log,pumba,Test Type 2,,2023-11-16 00:37:29.832581,2 days 21:32:25.205617
156,Experiment_2023-11-12T20:44:49.282652_smudge_1.0_Training - fixed.log,smudge,Training - fixed,1,2023-11-12 20:44:49.282652,-4 days +20:07:19.450071
157,Experiment_2023-11-13T05:23:15.688175_smudge_2.0_Training - fixed.log,smudge,Training - fixed,2,2023-11-13 05:23:15.688175,0 days 08:38:26.405523
158,Experiment_2023-11-13T14:11:10.054657_smudge_3.0_Training - fixed.log,smudge,Training - fixed,3,2023-11-13 14:11:10.054657,0 days 08:47:54.366482
159,Experiment_2023-11-13T23:31:59.936909_smudge_4.0_Training randomised Type 1.log,smudge,Training randomised Type 1,4,2023-11-13 23:31:59.936909,0 days 09:20:49.882252
160,Experiment_2023-11-14T09:21:32.260775_smudge_5.0_Training randomised Type 2.log,smudge,Training randomised Type 2,5,2023-11-14 09:21:32.260775,0 days 09:49:32.323866
161,Experiment_2023-11-14T17:33:48.603698_smudge_6.0_Training randomised Type 1.log,smudge,Training randomised Type 1,6,2023-11-14 17:33:48.603698,0 days 08:12:16.342923
162,Experiment_2023-11-15T02:11:18.965110_smudge_7.0_Test Type 1.log,smudge,Test Type 1,7,2023-11-15 02:11:18.965110,0 days 08:37:30.361412
163,Experiment_2023-11-15T16:42:36.211643_smudge_8.0_Test Type 2.log,smudge,Test Type 2,8,2023-11-15 16:42:36.211643,0 days 14:31:17.246533
164,Experiment_2023-11-16T13:46:25.228604_smudge_9.0_Test Type 3.log,smudge,Test Type 3,9,2023-11-16 13:46:25.228604,0 days 21:03:49.016961
165,Experiment_2023-11-16T20:27:00.214523_smudge_10.0_Test Type 1.log,smudge,Test Type 1,10,2023-11-16 20:27:00.214523,0 days 06:40:34.985919
166,Experiment_2023-10-06T14:48:40.419276_teddy_1_Training - fixed.log,teddy,Training - fixed,1,2023-10-06 14:48:40.419276,-42 days +18:21:40.204753
167,Experiment_2023-10-07T13:42:36.274776_teddy_2_Training - fixed.log,teddy,Training - fixed,2,2023-10-07 13:42:36.274776,0 days 22:53:55.855500
168,Experiment_2023-10-08T12:20:50.954677_teddy_3_Training - fixed.log,teddy,Training - fixed,3,2023-10-08 12:20:50.954677,0 days 22:38:14.679901
169,Experiment_2023-10-09T13:08:37.841616_teddy_4_Training randomised Type 1.log,teddy,Training randomised Type 1,4,2023-10-09 13:08:37.841616,1 days 00:47:46.886939
170,Experiment_2023-10-10T12:20:12.178833_teddy_5_Test Type 1.log,teddy,Test Type 1,5,2023-10-10 12:20:12.178833,0 days 23:11:34.337217
