TrialID,ExperimentID,TrialNumber,TrialStartTime,TrialEndTime
38,10,1,2023-10-04 10:38:10.433782,2023-10-04 10:38:13.749613
39,11,1,2023-10-04 10:52:19.889102,2023-10-04 10:57:59.976536
40,11,2,2023-10-04 10:52:19.889102,2023-10-04 10:57:59.976536
41,11,3,2023-10-04 10:52:19.889102,2023-10-04 10:57:59.976536
42,11,4,2023-10-04 10:52:19.889102,2023-10-04 10:57:59.976536
43,11,5,2023-10-04 10:52:19.889102,2023-10-04 10:57:59.976536
44,12,1,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
45,12,2,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
46,12,3,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
47,12,4,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
48,12,5,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
49,12,6,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
50,12,7,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
51,12,8,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
52,12,9,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
53,12,10,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
54,12,11,2023-10-04 11:04:12.637728,2023-10-04 11:13:41.443051
55,13,1,2023-10-04 11:31:54.412765,2023-10-04 11:31:59.836257
56,14,1,2023-10-04 11:35:16.157506,2023-10-04 11:36:02.775592
57,14,2,2023-10-04 11:35:16.157506,2023-10-04 11:36:02.775592
58,15,1,2023-10-04 11:36:44.316647,2023-10-04 11:37:24.776299
59,15,2,2023-10-04 11:36:44.316647,2023-10-04 11:37:24.776299
