58,Experiment_2023-10-03T17:22:04.359396_bonnie_28_RPE-A.log,bonnie,RPE-A,28,2023-10-03 17:22:04.359396,0 days 00:15:53.010728
59,Experiment_2023-10-03T17:26:21.833103_bonnie_29_RPE-A.log,bonnie,RPE-A,29,2023-10-03 17:26:21.833103,0 days 00:04:17.473707
60,Experiment_2023-10-03T17:37:08.452034_bonnie_30_RPE-A.log,bonnie,RPE-A,30,2023-10-03 17:37:08.452034,0 days 00:10:46.618931
61,Experiment_2023-10-03T17:41:32.659540_bonnie_31_RPE-A.log,bonnie,RPE-A,31,2023-10-03 17:41:32.659540,0 days 00:04:24.207506
62,Experiment_2023-10-03T17:49:00.288968_bonnie_32_RPE-A.log,bonnie,RPE-A,32,2023-10-03 17:49:00.288968,0 days 00:07:27.629428
63,Experiment_2023-10-04T10:37:54.349864_bonnie_33_RPE-A.log,bonnie,RPE-A,33,2023-10-04 10:37:54.349864,0 days 16:48:54.060896
64,Experiment_2023-10-04T10:52:05.825815_bonnie_34_RPE-A.log,bonnie,RPE-A,34,2023-10-04 10:52:05.825815,0 days 00:14:11.475951
65,Experiment_2023-10-04T11:03:55.497331_bonnie_35_RPE-A.log,bonnie,RPE-A,35,2023-10-04 11:03:55.497331,0 days 00:11:49.671516
66,Experiment_2023-10-04T11:15:57.929926_bonnie_36_RPE-A.log,bonnie,RPE-A,36,2023-10-04 11:15:57.929926,0 days 00:12:02.432595
67,Experiment_2023-10-04T11:16:26.607943_bonnie_37_RPE-H.log,bonnie,RPE-H,37,2023-10-04 11:16:26.607943,0 days 00:00:28.678017
68,Experiment_2023-10-04T11:19:27.467316_bonnie_38_RPE-H.log,bonnie,RPE-H,38,2023-10-04 11:19:27.467316,0 days 00:03:00.859373
69,Experiment_2023-10-04T11:23:56.041432_bonnie_39_RPE-H.log,bonnie,RPE-H,39,2023-10-04 11:23:56.041432,0 days 00:04:28.574116
70,Experiment_2023-10-04T11:25:49.143508_bonnie_40_RPE-H.log,bonnie,RPE-H,40,2023-10-04 11:25:49.143508,0 days 00:01:53.102076
71,Experiment_2023-10-04T11:31:41.212332_bonnie_41_RPE-H.log,bonnie,RPE-H,41,2023-10-04 11:31:41.212332,0 days 00:05:52.068824
72,Experiment_2023-10-04T21:40:04.309838_bonnie_42_RPE-ER.log,bonnie,RPE-ER,42,2023-10-04 21:40:04.309838,0 days 10:08:23.097506
73,Experiment_2023-10-05T11:06:09.758656_bonnie_43_RPE-A.log,bonnie,RPE-A,43,2023-10-05 11:06:09.758656,0 days 13:26:05.448818
74,Experiment_2023-10-05T11:10:29.568271_bonnie_44_RPE-A.log,bonnie,RPE-A,44,2023-10-05 11:10:29.568271,0 days 00:04:19.809615
75,Experiment_2023-10-05T11:14:42.112376_bonnie_45_RPE-A.log,bonnie,RPE-A,45,2023-10-05 11:14:42.112376,0 days 00:04:12.544105
76,Experiment_2023-10-10T14:38:28.391056_bonnie_46_RPE-A.log,bonnie,RPE-A,46,2023-10-10 14:38:28.391056,5 days 03:23:46.278680
77,Experiment_2023-10-10T14:41:41.421027_bonnie_47_RPE-A.log,bonnie,RPE-A,47,2023-10-10 14:41:41.421027,0 days 00:03:13.029971
78,Experiment_2023-10-10T14:47:57.242701_bonnie_48_RPE-A.log,bonnie,RPE-A,48,2023-10-10 14:47:57.242701,0 days 00:06:15.821674
79,Experiment_2023-10-10T14:50:09.959521_bonnie_49_RPE-A.log,bonnie,RPE-A,49,2023-10-10 14:50:09.959521,0 days 00:02:12.716820
80,Experiment_2023-10-10T14:54:39.594269_bonnie_50_RPE-A.log,bonnie,RPE-A,50,2023-10-10 14:54:39.594269,0 days 00:04:29.634748
81,Experiment_2023-10-10T14:56:35.386956_bonnie_51_RPE-A.log,bonnie,RPE-A,51,2023-10-10 14:56:35.386956,0 days 00:01:55.792687
82,Experiment_2023-10-10T14:58:18.383390_bonnie_52_RPE-A.log,bonnie,RPE-A,52,2023-10-10 14:58:18.383390,0 days 00:01:42.996434
83,Experiment_2023-10-10T15:00:02.761887_bonnie_53_RPE-A.log,bonnie,RPE-A,53,2023-10-10 15:00:02.761887,0 days 00:01:44.378497
84,Experiment_2023-10-10T15:06:15.158054_bonnie_54_RPE-A.log,bonnie,RPE-A,54,2023-10-10 15:06:15.158054,0 days 00:06:12.396167
85,Experiment_2023-10-11T11:04:35.977578_bonnie_55_RPE-A.log,bonnie,RPE-A,55,2023-10-11 11:04:35.977578,0 days 19:58:20.819524
86,Experiment_2023-10-11T16:49:26.273343_bonnie_56_RPE-A.log,bonnie,RPE-A,56,2023-10-11 16:49:26.273343,0 days 05:44:50.295765
87,Experiment_2023-10-11T16:53:56.812604_bonnie_57_RPE-A.log,bonnie,RPE-A,57,2023-10-11 16:53:56.812604,0 days 00:04:30.539261
88,Experiment_2023-10-11T16:56:09.875604_bonnie_58_RPE-A.log,bonnie,RPE-A,58,2023-10-11 16:56:09.875604,0 days 00:02:13.063000
89,Experiment_2023-10-12T09:26:56.784402_bonnie_59_RPE-A.log,bonnie,RPE-A,59,2023-10-12 09:26:56.784402,0 days 16:30:46.908798
90,Experiment_2023-10-12T09:30:06.921277_bonnie_60_RPE-A.log,bonnie,RPE-A,60,2023-10-12 09:30:06.921277,0 days 00:03:10.136875
91,Experiment_2023-10-12T10:21:52.390998_bonnie_61_RPE-A.log,bonnie,RPE-A,61,2023-10-12 10:21:52.390998,0 days 00:51:45.469721
92,Experiment_2023-10-12T10:25:51.596076_bonnie_62_RPE-A.log,bonnie,RPE-A,62,2023-10-12 10:25:51.596076,0 days 00:03:59.205078
93,Experiment_2023-10-12T10:33:29.340136_bonnie_63_RPE-A.log,bonnie,RPE-A,63,2023-10-12 10:33:29.340136,0 days 00:07:37.744060
94,Experiment_2023-10-12T11:28:02.439455_bonnie_64_RPE-A.log,bonnie,RPE-A,64,2023-10-12 11:28:02.439455,0 days 00:54:33.099319
95,Experiment_2023-10-12T11:36:04.060857_bonnie_65_RPE-A.log,bonnie,RPE-A,65,2023-10-12 11:36:04.060857,0 days 00:08:01.621402
96,Experiment_2023-10-16T16:54:06.481712_bonnie_67_RPE-A.log,bonnie,RPE-A,67,2023-10-16 16:54:06.481712,4 days 05:18:02.420855
97,Experiment_2023-10-16T16:55:54.839279_bonnie_68_RPE-A.log,bonnie,RPE-A,68,2023-10-16 16:55:54.839279,0 days 00:01:48.357567
98,Experiment_2023-10-17T14:22:20.091990_bonnie_69_RPE-A.log,bonnie,RPE-A,69,2023-10-17 14:22:20.091990,0 days 21:26:25.252711
99,Experiment_2023-10-18T13:38:27.055291_bonnie_70_RPE-H.log,bonnie,RPE-H,70,2023-10-18 13:38:27.055291,0 days 23:16:06.963301
100,Experiment_2023-10-19T14:37:29.776913_bonnie_71_RPE-H.log,bonnie,RPE-H,71,2023-10-19 14:37:29.776913,1 days 00:59:02.721622
101,Experiment_2023-10-19T14:37:56.973616_bonnie_72_RPE-H.log,bonnie,RPE-H,72,2023-10-19 14:37:56.973616,0 days 00:00:27.196703
102,Experiment_2023-10-20T16:07:14.477740_bonnie_73_RPE-H.log,bonnie,RPE-H,73,2023-10-20 16:07:14.477740,1 days 01:29:17.504124
103,Experiment_2023-10-21T15:33:10.335051_bonnie_74_RPE-E.log,bonnie,RPE-E,74,2023-10-21 15:33:10.335051,0 days 23:25:55.857311
104,Experiment_2023-10-22T11:24:07.330601_bonnie_75_RPE-R.log,bonnie,RPE-R,75,2023-10-22 11:24:07.330601,0 days 19:50:56.995550
105,Experiment_2023-11-15T08:53:41.278496_clover_nan_RPE-A.log,clover,RPE-A,,2023-11-15 08:53:41.278496,23 days 21:29:33.947895
106,Experiment_2023-11-16T18:40:29.694630_clover_nan_RPE-H.log,clover,RPE-H,,2023-11-16 18:40:29.694630,1 days 09:46:48.416134
107,Experiment_2023-11-17T05:11:53.655051_clover_nan_RPE-R.log,clover,RPE-R,,2023-11-17 05:11:53.655051,0 days 10:31:23.960421
108,Experiment_2023-11-17T05:01:05.582394_clover_nan_RPE-ER.log,clover,RPE-ER,,2023-11-17 05:01:05.582394,-1 days +23:49:11.927343
109,Experiment_2023-11-16T05:51:43.356887_clover_nan_RPE-H.log,clover,RPE-H,,2023-11-16 05:51:43.356887,-1 days +00:50:37.774493
110,Experiment_2023-11-15T15:30:41.185599_clover_nan_RPE-A.log,clover,RPE-A,,2023-11-15 15:30:41.185599,-1 days +09:38:57.828712
111,Experiment_2023-11-17T01:04:08.654943_clover_nan_RPE-E.log,clover,RPE-E,,2023-11-17 01:04:08.654943,1 days 09:33:27.469344
112,Experiment_2023-11-16T10:53:17.451644_clover_nan_RPE-H.log,clover,RPE-H,,2023-11-16 10:53:17.451644,-1 days +09:49:08.796701
113,Experiment_2023-11-15T23:03:03.689235_clover_nan_RPE-A.log,clover,RPE-A,,2023-11-15 23:03:03.689235,-1 days +12:09:46.237591
114,Experiment_2023-10-11T13:52:55.743621_dodge_1_RPE-A.log,dodge,RPE-A,1,2023-10-11 13:52:55.743621,-36 days +14:49:52.054386
115,Experiment_2023-10-16T12:41:05.124659_dodge_2_RPE-A.log,dodge,RPE-A,2,2023-10-16 12:41:05.124659,4 days 22:48:09.381038
116,Experiment_2023-10-17T15:18:51.199193_dodge_3_RPE-A.log,dodge,RPE-A,3,2023-10-17 15:18:51.199193,1 days 02:37:46.074534
117,Experiment_2023-10-18T12:18:51.615574_dodge_4_RPE-H.log,dodge,RPE-H,4,2023-10-18 12:18:51.615574,0 days 21:00:00.416381
118,Experiment_2023-10-19T13:38:11.112748_dodge_5_RPE-H.log,dodge,RPE-H,5,2023-10-19 13:38:11.112748,1 days 01:19:19.497174
119,Experiment_2023-10-20T13:29:43.577939_dodge_6_RPE-H.log,dodge,RPE-H,6,2023-10-20 13:29:43.577939,0 days 23:51:32.465191
120,Experiment_2023-10-20T13:37:55.935693_dodge_7_RPE-H.log,dodge,RPE-H,7,2023-10-20 13:37:55.935693,0 days 00:08:12.357754
121,Experiment_2023-10-21T12:44:24.924507_dodge_8_RPE-E.log,dodge,RPE-E,8,2023-10-21 12:44:24.924507,0 days 23:06:28.988814
122,Experiment_2023-10-22T10:31:07.060496_dodge_9_RPE-ER.log,dodge,RPE-ER,9,2023-10-22 10:31:07.060496,0 days 21:46:42.135989
123,Experiment_2023-10-22T10:38:59.441932_dodge_10_RPE-R.log,dodge,RPE-R,10,2023-10-22 10:38:59.441932,0 days 00:07:52.381436
124,Experiment_2023-10-11T16:26:23.020796_dougie_1_RPE-A.log,dougie,RPE-A,1,2023-10-11 16:26:23.020796,-11 days +05:47:23.578864
125,Experiment_2023-10-16T16:00:38.503735_dougie_2_RPE-A.log,dougie,RPE-A,2,2023-10-16 16:00:38.503735,4 days 23:34:15.482939
126,Experiment_2023-10-17T14:05:19.058512_dougie_3_RPE-H.log,dougie,RPE-H,3,2023-10-17 14:05:19.058512,0 days 22:04:40.554777
127,Experiment_2023-10-18T13:17:38.910028_dougie_4_RPE-H.log,dougie,RPE-H,4,2023-10-18 13:17:38.910028,0 days 23:12:19.851516
128,Experiment_2023-10-19T14:19:12.295992_dougie_5_RPE-H.log,dougie,RPE-H,5,2023-10-19 14:19:12.295992,1 days 01:01:33.385964
129,Experiment_2023-10-20T15:12:18.561879_dougie_6_RPE-E.log,dougie,RPE-E,6,2023-10-20 15:12:18.561879,1 days 00:53:06.265887
130,Experiment_2023-10-21T14:50:45.811421_dougie_7_RPE-ER.log,dougie,RPE-ER,7,2023-10-21 14:50:45.811421,0 days 23:38:27.249542
131,Experiment_2023-10-21T14:53:53.159985_dougie_8_RPE-R.log,dougie,RPE-R,8,2023-10-21 14:53:53.159985,0 days 00:03:07.348564
132,Experiment_2023-10-22T11:20:39.592181_dougie_9_RPE-ER.log,dougie,RPE-ER,9,2023-10-22 11:20:39.592181,0 days 20:26:46.432196
133,Experiment_2023-11-15T05:52:18.492235_dusty_1.0_RPE-A.log,dusty,RPE-A,1,2023-11-15 05:52:18.492235,23 days 18:31:38.900054
134,Experiment_2023-11-15T12:39:40.660298_dusty_2.0_RPE-A.log,dusty,RPE-A,2,2023-11-15 12:39:40.660298,0 days 06:47:22.168063
135,Experiment_2023-11-15T19:50:30.999068_dusty_3.0_RPE-H.log,dusty,RPE-H,3,2023-11-15 19:50:30.999068,0 days 07:10:50.338770
136,Experiment_2023-11-16T04:44:09.437319_dusty_4.0_RPE-H.log,dusty,RPE-H,4,2023-11-16 04:44:09.437319,0 days 08:53:38.438251
137,Experiment_2023-11-16T10:17:41.543732_dusty_5.0_RPE-H.log,dusty,RPE-H,5,2023-11-16 10:17:41.543732,0 days 05:33:32.106413
138,Experiment_2023-11-16T18:15:15.261472_dusty_6.0_RPE-H.log,dusty,RPE-H,6,2023-11-16 18:15:15.261472,0 days 07:57:33.717740
139,Experiment_2023-11-16T23:38:56.900855_dusty_7.0_RPE-E.log,dusty,RPE-E,7,2023-11-16 23:38:56.900855,0 days 05:23:41.639383
140,Experiment_2023-11-17T03:47:06.036775_dusty_8.0_RPE-ER.log,dusty,RPE-ER,8,2023-11-17 03:47:06.036775,0 days 04:08:09.135920
141,Experiment_2023-11-17T03:53:10.219784_dusty_9.0_RPE-R.log,dusty,RPE-R,9,2023-11-17 03:53:10.219784,0 days 00:06:04.183009
142,Experiment_2023-10-10T15:21:33.860543_filly_1_RPE-A.log,filly,RPE-A,1,2023-10-10 15:21:33.860543,-38 days +11:28:23.640759
143,Experiment_2023-10-11T15:52:28.784770_filly_2_RPE-A.log,filly,RPE-A,2,2023-10-11 15:52:28.784770,1 days 00:30:54.924227
144,Experiment_2023-10-16T15:14:47.749133_filly_3_RPE-A.log,filly,RPE-A,3,2023-10-16 15:14:47.749133,4 days 23:22:18.964363
145,Experiment_2023-10-17T15:56:18.517670_filly_4_RPE-H.log,filly,RPE-H,4,2023-10-17 15:56:18.517670,1 days 00:41:30.768537
146,Experiment_2023-10-18T12:39:09.249294_filly_5_RPE-H.log,filly,RPE-H,5,2023-10-18 12:39:09.249294,0 days 20:42:50.731624
147,Experiment_2023-10-19T13:53:17.960778_filly_6_RPE-H.log,filly,RPE-H,6,2023-10-19 13:53:17.960778,1 days 01:14:08.711484
148,Experiment_2023-10-20T13:49:40.775758_filly_7_RPE-E.log,filly,RPE-E,7,2023-10-20 13:49:40.775758,0 days 23:56:22.814980
149,Experiment_2023-10-20T14:00:45.049518_filly_8_RPE-E.log,filly,RPE-E,8,2023-10-20 14:00:45.049518,0 days 00:11:04.273760
150,Experiment_2023-10-21T13:51:18.150176_filly_9_RPE-ER.log,filly,RPE-ER,9,2023-10-21 13:51:18.150176,0 days 23:50:33.100658
151,Experiment_2023-10-21T13:55:57.512742_filly_10_RPE-R.log,filly,RPE-R,10,2023-10-21 13:55:57.512742,0 days 00:04:39.362566
152,Experiment_2023-11-16T11:05:32.595613_freya_nan_RPE-ER.log,freya,RPE-ER,,2023-11-16 11:05:32.595613,25 days 21:09:35.082871
153,Experiment_2023-11-16T04:51:19.708255_freya_nan_RPE-E.log,freya,RPE-E,,2023-11-16 04:51:19.708255,-1 days +17:45:47.112642
154,Experiment_2023-11-15T07:41:48.476413_freya_nan_RPE-H.log,freya,RPE-H,,2023-11-15 07:41:48.476413,-1 days +02:50:28.768158
155,Experiment_2023-11-15T22:01:01.526289_freya_nan_RPE-H.log,freya,RPE-H,,2023-11-15 22:01:01.526289,0 days 14:19:13.049876
156,Experiment_2023-11-15T14:17:44.314875_freya_nan_RPE-H.log,freya,RPE-H,,2023-11-15 14:17:44.314875,-1 days +16:16:42.788586
157,Experiment_2023-11-16T11:29:51.427589_freya_nan_RPE-R.log,freya,RPE-R,,2023-11-16 11:29:51.427589,0 days 21:12:07.112714
158,Experiment_2023-11-14T22:36:12.795118_freya_nan_RPE-A.log,freya,RPE-A,,2023-11-14 22:36:12.795118,-2 days +11:06:21.367529
159,Experiment_2023-11-14T14:36:06.037040_freya_nan_RPE-A.log,freya,RPE-A,,2023-11-14 14:36:06.037040,-1 days +15:59:53.241922
160,Experiment_2023-11-14T09:54:22.060520_george_1.0_RPE-A.log,george,RPE-A,1,2023-11-14 09:54:22.060520,-1 days +19:18:16.023480
161,Experiment_2023-11-14T18:14:19.518453_george_2.0_RPE-A.log,george,RPE-A,2,2023-11-14 18:14:19.518453,0 days 08:19:57.457933
162,Experiment_2023-11-15T02:31:57.949673_george_3.0_RPE-A.log,george,RPE-A,3,2023-11-15 02:31:57.949673,0 days 08:17:38.431220
163,Experiment_2023-11-15T10:40:11.176212_george_4.0_RPE-H.log,george,RPE-H,4,2023-11-15 10:40:11.176212,0 days 08:08:13.226539
164,Experiment_2023-11-15T17:17:58.217052_george_5.0_RPE-H.log,george,RPE-H,5,2023-11-15 17:17:58.217052,0 days 06:37:47.040840
165,Experiment_2023-11-16T03:33:49.680381_george_6.0_RPE-H.log,george,RPE-H,6,2023-11-16 03:33:49.680381,0 days 10:15:51.463329
166,Experiment_2023-11-16T07:44:26.336193_george_7.0_RPE-E.log,george,RPE-E,7,2023-11-16 07:44:26.336193,0 days 04:10:36.655812
167,Experiment_2023-11-16T14:13:18.433504_george_8.0_RPE-ER.log,george,RPE-ER,8,2023-11-16 14:13:18.433504,0 days 06:28:52.097311
168,Experiment_2023-11-16T14:19:09.443349_george_9.0_RPE-R.log,george,RPE-R,9,2023-11-16 14:19:09.443349,0 days 00:05:51.009845
169,Experiment_2023-11-14T20:17:30.353770_gio_1.0_RPE-A.log,gio,RPE-A,1,2023-11-14 20:17:30.353770,-2 days +05:58:20.910421
170,Experiment_2023-11-15T05:13:56.627916_gio_2.0_RPE-A.log,gio,RPE-A,2,2023-11-15 05:13:56.627916,0 days 08:56:26.274146
171,Experiment_2023-11-15T12:23:16.277645_gio_3.0_RPE-H.log,gio,RPE-H,3,2023-11-15 12:23:16.277645,0 days 07:09:19.649729
172,Experiment_2023-11-15T19:23:40.623979_gio_4.0_RPE-H.log,gio,RPE-H,4,2023-11-15 19:23:40.623979,0 days 07:00:24.346334
173,Experiment_2023-11-16T04:27:35.087714_gio_5.0_RPE-H.log,gio,RPE-H,5,2023-11-16 04:27:35.087714,0 days 09:03:54.463735
174,Experiment_2023-11-16T09:43:41.323909_gio_6.0_RPE-E.log,gio,RPE-E,6,2023-11-16 09:43:41.323909,0 days 05:16:06.236195
175,Experiment_2023-11-16T17:28:35.535915_gio_7.0_RPE-ER.log,gio,RPE-ER,7,2023-11-16 17:28:35.535915,0 days 07:44:54.212006
176,Experiment_2023-11-16T17:42:28.648521_gio_8.0_RPE-R.log,gio,RPE-R,8,2023-11-16 17:42:28.648521,0 days 00:13:53.112606
177,Experiment_2023-11-15T01:23:45.430018_jelly_1.0_RPE-A.log,jelly,RPE-A,1,2023-11-15 01:23:45.430018,-2 days +07:41:16.781497
